InstanceSize,SelectionMethod,CrossoverMethod,PopulationSize,MaxGenerations,SelectionRate,MutationRate,AvgRelativeError,MaxRelativeError,TimeElapsed
50,Tournament,TwoPoint,20,100,0.4,0.1,0.035359346400825914,0.2671428571428571,27
70,Tournament,TwoPoint,20,100,0.3,0.05,0.015480923954326096,0.11899791231732777,26
40,Tournament,TwoPoint,20,100,0.6,0.02,0.028192524818767863,0.10802775024777007,20
60,Tournament,TwoPoint,20,100,0.4,0.02,0.017701341619510362,0.10735294117647058,23
50,Tournament,TwoPoint,20,100,0.5,0.02,0.019474503806961065,0.05665024630541872,22
40,Tournament,TwoPoint,20,100,0.6,0.05,0.026696164766190078,0.10631644777986242,21
70,Tournament,TwoPoint,20,100,0.3,0.1,0.07038474490117967,0.2828810020876827,31
60,Tournament,TwoPoint,20,100,0.4,0.05,0.018248398472240773,0.15528781793842034,25
50,Tournament,TwoPoint,20,100,0.5,0.05,0.016445952498177336,0.0844354018311292,23
40,Tournament,TwoPoint,20,100,0.6,0.1,0.02255767974552636,0.20812685827552033,23
70,Tournament,TwoPoint,20,100,0.4,0.02,0.013896282873150813,0.11899791231732777,23
60,Tournament,TwoPoint,20,100,0.4,0.1,0.056273208840557976,0.24932249322493225,29
50,Tournament,TwoPoint,20,100,0.5,0.1,0.03738031137365626,0.22857142857142856,26
40,Tournament,TwoPoint,20,100,0.7,0.02,0.02661571132766029,0.05848658426288815,19
70,Tournament,TwoPoint,20,100,0.4,0.05,0.019024239111632656,0.11974557522123894,26
50,Tournament,TwoPoint,20,100,0.6,0.02,0.019854637546067505,0.06837294332723949,20
40,Tournament,TwoPoint,20,100,0.7,0.05,0.02728747331599075,0.10901883052527254,20
60,Tournament,TwoPoint,20,100,0.5,0.02,0.018009102920271008,0.06537530266343826,22
40,Tournament,TwoPoint,20,100,0.7,0.1,0.02002438486724668,0.11793855302279485,22
50,Tournament,TwoPoint,20,100,0.6,0.05,0.018824054933290386,0.11096029860875467,23
70,Tournament,TwoPoint,20,100,0.4,0.1,0.07374175243856036,0.33298538622129437,31
60,Tournament,TwoPoint,20,100,0.5,0.05,0.018724092249941777,0.15930388219544847,24
40,Tournament,TwoPoint,40,20,0.3,0.02,0.024910887113134366,0.19821605550049554,9
40,Tournament,TwoPoint,40,20,0.3,0.05,0.026181531536276573,0.19226957383548068,10
70,Tournament,TwoPoint,20,100,0.5,0.02,0.01269787730550525,0.07982261640798226,22
50,Tournament,TwoPoint,20,100,0.6,0.1,0.03722300365992006,0.17,26
60,Tournament,TwoPoint,20,100,0.5,0.1,0.06294590248824881,0.3519163763066202,28
40,Tournament,TwoPoint,40,20,0.3,0.1,0.05667491339273001,0.3815659068384539,12
40,Tournament,TwoPoint,40,20,0.4,0.02,0.02270685897097301,0.1888680425265791,10
50,Tournament,TwoPoint,20,100,0.7,0.02,0.01940972718403307,0.06011421701232342,21
70,Tournament,TwoPoint,20,100,0.5,0.05,0.025762624174681434,0.2546972860125261,26
60,Tournament,TwoPoint,20,100,0.6,0.02,0.018244056310411743,0.12382864792503347,22
40,Tournament,TwoPoint,40,20,0.4,0.05,0.026747865893748335,0.21704658077304262,10
40,Tournament,TwoPoint,40,20,0.4,0.1,0.05864934924059207,0.33102081268582756,12
50,Tournament,TwoPoint,20,100,0.7,0.05,0.016895013711753802,0.09250457038391224,23
